날짜,기사제목,링크
2023-11-22,디엑스앤브이엑스 “OVM-200 자체 임상 진행 검토 중”,https://finance.naver.com/item/news_read.naver?article_id=0005344552&office_id=277&code=180400&page=2&sm=
2023-11-10,"DXVX ""中 폐렴 확산에 항생제 수요 폭증… 매출 7배 늘 것""",https://finance.naver.com/item/news_read.naver?article_id=0005616384&office_id=018&code=180400&page=2&sm=
2023-11-01,"권규찬 DXVX 대표 ""英 자회사 항암백신, 연내 1b상 개시""",https://finance.naver.com/item/news_read.naver?article_id=0004956446&office_id=008&code=180400&page=2&sm=
2023-10-30,"디엑스앤브이엑스, 中 소아과 학회서 의약품 소개",https://finance.naver.com/item/news_read.naver?article_id=0005333168&office_id=277&code=180400&page=2&sm=
2023-10-30,"디엑스앤브이엑스, 中'소아기학회'서 '아지트로마이신' 소개",https://finance.naver.com/item/news_read.naver?article_id=0005092908&office_id=014&code=180400&page=2&sm=
2023-10-25,"CPHI 참가한 디엑스앤브이엑스 ""글로벌 인지도 높여 매출 키운다""",https://finance.naver.com/item/news_read.naver?article_id=0004953372&office_id=008&code=180400&page=2&sm=
2023-10-25,"DXVX, 글로벌 바이오 컨퍼런스 ‘CPHI 바르셀로나 2023’ 참...",https://finance.naver.com/item/news_read.naver?article_id=0005603340&office_id=018&code=180400&page=2&sm=
2023-10-25,"디엑스앤브이엑스, 세계 최대 바이오제약 컨퍼런스 ‘CPHI 바르셀로나...",https://finance.naver.com/item/news_read.naver?article_id=0005330976&office_id=277&code=180400&page=2&sm=
2023-10-23,"디엑스앤브이엑스 ""中항생제 수요 급증…공급물량 확대 협의""",https://finance.naver.com/item/news_read.naver?article_id=0004905535&office_id=015&code=180400&page=2&sm=
2023-10-23,"디엑스앤브이엑스, 中 의약품 유통사업 순항…""항생제 수요 ↑""",https://finance.naver.com/item/news_read.naver?article_id=0005329907&office_id=277&code=180400&page=2&sm=
2023-10-23,"DXVX, 중국 의약품 유통사업 순항 중",https://finance.naver.com/item/news_read.naver?article_id=0005602063&office_id=018&code=180400&page=2&sm=
2023-10-17,"디엑스앤브이엑스, 코아스템켐온과 '항암제 동반진단' 공략",https://finance.naver.com/item/news_read.naver?article_id=0004949648&office_id=008&code=180400&page=2&sm=
2023-10-17,"DXVX, 코아스템켐온과 동반진단 위한 전략적 파트너쉽",https://finance.naver.com/item/news_read.naver?article_id=0005597806&office_id=018&code=180400&page=2&sm=
2023-10-17,"디엑스앤브이엑스, 코아스템켐온과 동반진단 서비스 확대 위한 전략적 파...",https://finance.naver.com/item/news_read.naver?article_id=0005327061&office_id=277&code=180400&page=2&sm=
2023-09-25,"DXVX, EU에 마이크로바이옴 제품 220만달러 수출 계약",https://finance.naver.com/item/news_read.naver?article_id=0000019781&office_id=648&code=180400&page=2&sm=
2023-09-25,"DXVX, 마이크로바이옴 브랜드 완제품 글로벌 수출 가속화",https://finance.naver.com/item/news_read.naver?article_id=0005583742&office_id=018&code=180400&page=2&sm=
2023-09-25,"디엑스앤브이엑스, 마이크로바이옴 자사 브랜드 완제품 글로벌 수출 가속...",https://finance.naver.com/item/news_read.naver?article_id=0005078076&office_id=014&code=180400&page=2&sm=
2023-09-25,"디엑스앤브이엑스, 마이크로바이옴 브랜드 완제품 글로벌 수출 가속화",https://finance.naver.com/item/news_read.naver?article_id=0005319234&office_id=277&code=180400&page=2&sm=
2023-09-21,"디엑스앤브이엑스, 정보보호 및 개인정보 경영시스템 국제표준인증 획득",https://finance.naver.com/item/news_read.naver?article_id=0005076219&office_id=014&code=180400&page=2&sm=
2023-09-21,"디엑스앤브이엑스, 정보보호·개인정보 경영시스템 국제표준인증 획득",https://finance.naver.com/item/news_read.naver?article_id=0005317570&office_id=277&code=180400&page=2&sm=
2023-09-18,"디엑스앤브이엑스, 통합형 동반진단 개발 서비스 출시",https://finance.naver.com/item/news_read.naver?article_id=0004892935&office_id=015&code=180400&page=2&sm=
2023-09-18,"디엑스앤브이엑스, 통합형 동반진단 개발 서비스 론칭",https://finance.naver.com/item/news_read.naver?article_id=0005315603&office_id=277&code=180400&page=2&sm=
2023-09-13,"디엑스앤브이엑스, 진스크립트와 신약 개발 파트너쉽",https://finance.naver.com/item/news_read.naver?article_id=0005313792&office_id=277&code=180400&page=3&sm=
2023-09-13,"DxVx, 진스크립트프로바이오와 신약 개발 협력",https://finance.naver.com/item/news_read.naver?article_id=0000019486&office_id=648&code=180400&page=3&sm=
2023-09-13,"디엑스앤브이엑스, '진스크립트프로바이오'와 신약개발 전략적 파트너십",https://finance.naver.com/item/news_read.naver?article_id=0005071947&office_id=014&code=180400&page=3&sm=
2023-09-13,"디엑스앤브이엑스-진스크립트, 항체 신약 개발 MOU",https://finance.naver.com/item/news_read.naver?article_id=0007047165&office_id=421&code=180400&page=3&sm=
2023-09-13,"DXVX, 진스크립트프로바이오와 항체 신약 개발 MOU",https://finance.naver.com/item/news_read.naver?article_id=0004891291&office_id=015&code=180400&page=3&sm=
2023-08-18,"DXVX, 한미약품 인력 대거 영입…각자 대표에 권규찬 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0000018824&office_id=648&code=180400&page=3&sm=
2023-08-18,"디엑스앤브이엑스, 각자 대표이사에 권규찬 R&D 총괄사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0014139039&office_id=001&code=180400&page=3&sm=
2023-08-18,"디엑스앤브이엑스, 각자 대표에 신약개발 전문가 권규찬 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0005058965&office_id=014&code=180400&page=3&sm=
2023-08-18,"디엑스앤브이엑스, '신약개발 전문가' 권규찬 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0006997527&office_id=421&code=180400&page=3&sm=
2023-08-18,"디엑스앤브이엑스, 각자 대표이사에 권규찬 前 한미약품 전무 선임",https://finance.naver.com/item/news_read.naver?article_id=0004227898&office_id=011&code=180400&page=3&sm=
2023-08-18,"디엑스앤브이엑스, 각자대표에 권규찬 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0004881303&office_id=015&code=180400&page=3&sm=
2023-08-18,"DXVX, 각자 대표이사에 신약개발 전문가 권규찬 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0005554044&office_id=018&code=180400&page=3&sm=
2023-08-18,"디엑스앤브이엑스, 권규찬 '신약'·이용구 '영업' 체제로",https://finance.naver.com/item/news_read.naver?article_id=0004926906&office_id=008&code=180400&page=3&sm=
2023-08-18,"DXVX, 이용구·권규찬 각자 대표이사 체계로 변경",https://finance.naver.com/item/news_read.naver?article_id=0005554127&office_id=018&code=180400&page=3&sm=
2023-08-18,"DXVX, 이용구·권규찬 각자 대표체제로 변경",https://finance.naver.com/item/news_read.naver?article_id=0012038630&office_id=003&code=180400&page=3&sm=
2023-08-14,"DXVX, 12억 규모 기초의학 연구용 정밀의료 유전체 분석서비스 계약...",https://finance.naver.com/item/news_read.naver?article_id=0005551435&office_id=018&code=180400&page=3&sm=
2023-08-01,"디엑스앤브이엑스, 백신전달체 지질나노입자 공정개발 연구계약",https://finance.naver.com/item/news_read.naver?article_id=0005050740&office_id=014&code=180400&page=3&sm=
2023-08-01,"디엑스앤브이엑스, 포스텍과 LNP 공정 개발 연구 계약",https://finance.naver.com/item/news_read.naver?article_id=0004874865&office_id=015&code=180400&page=3&sm=
2023-08-01,"DXVX, 백신 전달체 지질나노입자 공정 개발 연구계약 체결",https://finance.naver.com/item/news_read.naver?article_id=0005541950&office_id=018&code=180400&page=3&sm=
2023-08-01,"DXVX, 백신 전달체 지질나노입자 공정 개발 연구 계약 체결",https://finance.naver.com/item/news_read.naver?article_id=0000018373&office_id=648&code=180400&page=3&sm=
2023-08-01,"디엑스앤브이엑스, 'LNP 제조기술 개발' 연구계약 체결",https://finance.naver.com/item/news_read.naver?article_id=0004919587&office_id=008&code=180400&page=3&sm=
2023-08-01,"디엑스앤브이엑스, 백신 전달체 지질나노입자 공정 개발 연구 계약 체결",https://finance.naver.com/item/news_read.naver?article_id=0005294247&office_id=277&code=180400&page=3&sm=
2023-07-24,"DXVX, 아기전용 유산균 '포뮬라메이트-오브맘' 출시",https://finance.naver.com/item/news_read.naver?article_id=0000018138&office_id=648&code=180400&page=3&sm=
2023-07-24,"DxVx, 아기전용 유산균 ‘포뮬라메이트-오브맘’ 출시",https://finance.naver.com/item/news_read.naver?article_id=0000047890&office_id=243&code=180400&page=3&sm=
2023-07-24,"디엑스앤브이엑스, 아기전용 유산균 '포뮬라메이트-오브맘' 글로벌 출시",https://finance.naver.com/item/news_read.naver?article_id=0004871709&office_id=015&code=180400&page=3&sm=
2023-07-19,"DXVX, 중국 항생제 제품 '국제 디자인 어워드 금상' 수상",https://finance.naver.com/item/news_read.naver?article_id=0005533586&office_id=018&code=180400&page=3&sm=
2023-07-19,"디엑스앤브이엑스, 중국 항생제 제품 ‘국제 디자인 어워드 금상’ 수상",https://finance.naver.com/item/news_read.naver?article_id=0005288651&office_id=277&code=180400&page=3&sm=
2023-07-19,"디엑스앤브이엑스 中항생제 제품, '국제 디자인 어워드' 금상",https://finance.naver.com/item/news_read.naver?article_id=0005044477&office_id=014&code=180400&page=3&sm=
2023-07-18,"디엑스앤브이엑스, 코리그룹 손잡고 中서 항생제 판매",https://finance.naver.com/item/news_read.naver?article_id=0004913756&office_id=008&code=180400&page=3&sm=
2023-07-18,"中시장 겨냥한 DXVX, 항생제 의약품 현지 영업활동 시작",https://finance.naver.com/item/news_read.naver?article_id=0005043733&office_id=014&code=180400&page=3&sm=
2023-07-18,"DXVX, 코리그룹과 중국서 자사 항생제 판매 시작",https://finance.naver.com/item/news_read.naver?article_id=0000017989&office_id=648&code=180400&page=3&sm=
2023-07-18,"코리그룹과 손잡은 DXVX, 中서 항생제 판매",https://finance.naver.com/item/news_read.naver?article_id=0005043617&office_id=014&code=180400&page=3&sm=
2023-07-18,"디엑스앤브이엑스, 코리그룹과 손잡고 중국 시장 항생제 판매 개시",https://finance.naver.com/item/news_read.naver?article_id=0005288017&office_id=277&code=180400&page=3&sm=
2023-07-05,"디엑스앤브이엑스 ""글로벌 제약사와 국내 공급계약 협의중""",https://finance.naver.com/item/news_read.naver?article_id=0005037286&office_id=014&code=180400&page=3&sm=
2023-07-05,"디엑스앤브이엑스, 글로벌 제약사와 국내 공급계약 협의 중",https://finance.naver.com/item/news_read.naver?article_id=0005282208&office_id=277&code=180400&page=3&sm=
2023-07-05,"디엑스앤브이엑스 ""글로벌 제약사와 국내 공급계약 협의""",https://finance.naver.com/item/news_read.naver?article_id=0004908118&office_id=008&code=180400&page=3&sm=
2023-06-30,"디엑스앤브이엑스, 경영진 143만주 스톡옵션 자진 반납",https://finance.naver.com/item/news_read.naver?article_id=0004862747&office_id=015&code=180400&page=3&sm=
2023-06-30,"DXVX, 경영진 5인 스톡옵션 143만주 자진 반납 의결",https://finance.naver.com/item/news_read.naver?article_id=0000017533&office_id=648&code=180400&page=3&sm=
2023-06-30,"DXVX 경영진, 스톡옵션 자진 반납…주주가치 제고",https://finance.naver.com/item/news_read.naver?article_id=0005519916&office_id=018&code=180400&page=3&sm=
2023-06-30,"디엑스앤브이엑스 경영진, 스톡옵션 파격적인 자진 반납 의결",https://finance.naver.com/item/news_read.naver?article_id=0005279951&office_id=277&code=180400&page=3&sm=
2023-06-30,"디엑스앤브이엑스 경영진, 스톡옵션 자진 반납…주주가치 제고",https://finance.naver.com/item/news_read.naver?article_id=0011945007&office_id=003&code=180400&page=3&sm=
2023-06-26,"DXVX, ,국내외 바이오 석학과 '한국 바이오의 미래' 간담회 개최",https://finance.naver.com/item/news_read.naver?article_id=0000017385&office_id=648&code=180400&page=4&sm=
2023-06-26,"디엑스앤브이엑스, 국내외 석학들과 '韓 바이오 미래' 논의",https://finance.naver.com/item/news_read.naver?article_id=0004903913&office_id=008&code=180400&page=4&sm=
2023-06-26,"DXVX, 바이오 석학들과 '한국 바이오의 미래' 간담회 개최",https://finance.naver.com/item/news_read.naver?article_id=0005032271&office_id=014&code=180400&page=4&sm=
2023-06-26,"DXVX, 바이오 석학들과 ‘한국 바이오의 미래’ 간담회 개최",https://finance.naver.com/item/news_read.naver?article_id=0005516867&office_id=018&code=180400&page=4&sm=
2023-06-26,"디엑스앤브이엑스, 바이오 석학들과 ‘한국 바이오의 미래’ 간담회 개최",https://finance.naver.com/item/news_read.naver?article_id=0005277486&office_id=277&code=180400&page=4&sm=
2023-06-21,'한미사이언스 지분 딜' 클로징 임박… 주목받는 임종윤의 DXVX,https://finance.naver.com/item/news_read.naver?article_id=0005513315&office_id=018&code=180400&page=4&sm=
2023-06-19,신약개발 R&D 워크숍 연 'DXVX',https://finance.naver.com/item/news_read.naver?article_id=0005028863&office_id=014&code=180400&page=4&sm=
2023-06-19,"DxVx, 임직원 대상 신약개발 역량강화 프로그램 운영",https://finance.naver.com/item/news_read.naver?article_id=0000017183&office_id=648&code=180400&page=4&sm=
2023-06-08,"디엑스앤브이엑스, 신약개발 전담조직 신설",https://finance.naver.com/item/news_read.naver?article_id=0005503170&office_id=018&code=180400&page=4&sm=
2023-06-07,"디엑스앤브이엑스, 성인병 진단 센서 개발 위한 국책과제 선정",https://finance.naver.com/item/news_read.naver?article_id=0005269193&office_id=277&code=180400&page=4&sm=
2023-06-07,성인병 진단센서 개발 국책과제 따낸 'DXVX',https://finance.naver.com/item/news_read.naver?article_id=0005023377&office_id=014&code=180400&page=4&sm=
2023-06-01,"디엑스앤브이엑스, 미생물 균주 2종 특허 라이선스인 추진",https://finance.naver.com/item/news_read.naver?article_id=0011892567&office_id=003&code=180400&page=4&sm=
2023-06-01,"디엑스앤브이엑스, 미생물 균주 2종 특허기술 라이선스 인 추진",https://finance.naver.com/item/news_read.naver?article_id=0005267311&office_id=277&code=180400&page=4&sm=
2023-06-01,"DXVX, 미생물 균주 2종 특허기술 '라이선스 인' 추진",https://finance.naver.com/item/news_read.naver?article_id=0005021212&office_id=014&code=180400&page=4&sm=
2023-06-01,"디엑스앤브이엑스, 中 등록 '미생물 균주 2종' 특허기술 확보",https://finance.naver.com/item/news_read.naver?article_id=0004894536&office_id=008&code=180400&page=4&sm=
2023-05-30,"디엑스앤브이엑스, 1700억원 규모 비만치료제 시장 진출",https://finance.naver.com/item/news_read.naver?article_id=0005497036&office_id=018&code=180400&page=4&sm=
2023-05-30,"DXVX, 1700억원 규모 비만 치료제 시장 진출",https://finance.naver.com/item/news_read.naver?article_id=0004893182&office_id=008&code=180400&page=4&sm=
2023-05-30,"디엑스앤브이엑스, 1700억 규모 비만치료제 시장 진출",https://finance.naver.com/item/news_read.naver?article_id=0005265734&office_id=277&code=180400&page=4&sm=
2023-05-23,"'DXVX' 품으로...에빅스젠 파이프라인, 투자자 관심",https://finance.naver.com/item/news_read.naver?article_id=0005016435&office_id=014&code=180400&page=4&sm=
2023-05-16,[코스닥 공시] DXVX / 하나기술,https://finance.naver.com/item/news_read.naver?article_id=0005130976&office_id=009&code=180400&page=4&sm=
2023-05-16,"DXVX, 이용구 대표이사 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0005487064&office_id=018&code=180400&page=4&sm=
2023-05-16,"DXVX, 이용구 대표이사 신규 선임[주목 e공시]",https://finance.naver.com/item/news_read.naver?article_id=0004844904&office_id=015&code=180400&page=4&sm=
2023-05-16,"DXVX, 이용구 대표이사 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0011860827&office_id=003&code=180400&page=4&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표 및 권규찬 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0004844976&office_id=015&code=180400&page=4&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 신임 대표·권규찬 신임 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0005259803&office_id=277&code=180400&page=4&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표이사 및 권규찬 사장 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0005486885&office_id=018&code=180400&page=4&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표이사·권규찬 사장 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0004887743&office_id=008&code=180400&page=4&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표·권규찬 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0005486853&office_id=018&code=180400&page=4&sm=
2023-05-16,"DXVX, 이용구 신임 대표이사·권규찬 신임 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0000016340&office_id=648&code=180400&page=4&sm=
2023-04-25,"디엑스앤브이엑스, 마이크로바이옴 기반 12종 제품 글로벌 출시",https://finance.naver.com/item/news_read.naver?article_id=0005471701&office_id=018&code=180400&page=5&sm=
2023-04-25,"DXVX, 마이크로바이옴 기반 12종 건기식 글로벌 출시 예정",https://finance.naver.com/item/news_read.naver?article_id=0004836833&office_id=015&code=180400&page=5&sm=
2023-04-25,"DXVX, 마이크로바이옴 기반 12종 제품 글로벌 시장 출시",https://finance.naver.com/item/news_read.naver?article_id=0005250205&office_id=277&code=180400&page=5&sm=
2023-04-25,마이크로바이옴 기반 12종 제품 글로벌 시장에 내놓은 DXVX,https://finance.naver.com/item/news_read.naver?article_id=0005002071&office_id=014&code=180400&page=5&sm=
2023-04-21,"디엑스앤브이엑스, 225조원 중국 의약품 시장에 항생제 출시",https://finance.naver.com/item/news_read.naver?article_id=0005468909&office_id=018&code=180400&page=5&sm=
2023-04-21,"디엑스앤브이엑스, 연 37조원 규모 '中 항생제' 시장 진출",https://finance.naver.com/item/news_read.naver?article_id=0004878054&office_id=008&code=180400&page=5&sm=
2023-04-21,"디엑스앤브이엑스, 225조 중국 의약품 시장에 항생제 출시",https://finance.naver.com/item/news_read.naver?article_id=0005248939&office_id=277&code=180400&page=5&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 기업 에빅스젠 인수",https://finance.naver.com/item/news_read.naver?article_id=0011790517&office_id=003&code=180400&page=5&sm=
2023-04-07,"디엑스앤브이엑스, 신약개발 플랫폼 기업 에빅스젠 인수",https://finance.naver.com/item/news_read.naver?article_id=0004829954&office_id=015&code=180400&page=5&sm=
2023-04-07,"DXVX, 에빅스젠 인수… ""IPO 추진할 것""",https://finance.naver.com/item/news_read.naver?article_id=0005458450&office_id=018&code=180400&page=5&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 기업 ‘에빅스젠’ 인수",https://finance.naver.com/item/news_read.naver?article_id=0005242439&office_id=277&code=180400&page=5&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 '에빅스젠' 인수",https://finance.naver.com/item/news_read.naver?article_id=0005458441&office_id=018&code=180400&page=5&sm=
2023-04-07,"DXVX, 92억 규모 유상증자 결정",https://finance.naver.com/item/news_read.naver?article_id=0005458537&office_id=018&code=180400&page=5&sm=
2023-04-07,"DXVX, 92억 규모 3자배정 유상증자 결정",https://finance.naver.com/item/news_read.naver?article_id=0011790477&office_id=003&code=180400&page=5&sm=
2023-04-07,"DXVX, 에빅스젠 지분 44.58% 취득",https://finance.naver.com/item/news_read.naver?article_id=0005458455&office_id=018&code=180400&page=5&sm=
2023-04-06,"임종윤, DXVX에 3년 보호예수 걸고 추가 투자 단행",https://finance.naver.com/item/news_read.naver?article_id=0004871767&office_id=008&code=180400&page=5&sm=
2023-04-06,"디엑스앤브이엑스, 마이크로바이옴 이용 전임상 파이프라인 기술이전 검토...",https://finance.naver.com/item/news_read.naver?article_id=0004992711&office_id=014&code=180400&page=5&sm=
2023-04-05,"[특징주]DXVX, 정부 마이크로바이옴 4000억 투자…당뇨병 비만치료...",https://finance.naver.com/item/news_read.naver?article_id=0005241316&office_id=277&code=180400&page=5&sm=
2023-04-03,"4년 만의 거래 재개…박상태 DXVX 대표 ""맞춤형 헬스케어 기업 만든...",https://finance.naver.com/item/news_read.naver?article_id=0004869777&office_id=008&code=180400&page=5&sm=
2023-03-30,"DXVX ""자회사 옥스포드 백메딕스, 항암백신 1a상 완료""",https://finance.naver.com/item/news_read.naver?article_id=0004868635&office_id=008&code=180400&page=5&sm=
2023-03-30,"DXVX, 옥스포드 백메딕스 항암 치료제 임상 1a 완료",https://finance.naver.com/item/news_read.naver?article_id=0005452671&office_id=018&code=180400&page=5&sm=
2023-03-30,플랫폼파트너스운용 “DXVX 지분 5.88→3.51%”,https://finance.naver.com/item/news_read.naver?article_id=0005452542&office_id=018&code=180400&page=5&sm=
2023-03-28,"[특징주] DXVX, 4년 만에 거래 재개 ‘급락’",https://finance.naver.com/item/news_read.naver?article_id=0000888505&office_id=366&code=180400&page=6&sm=
2023-03-28,"디엑스앤브이엑스, 28일 거래재개…거래정지 4년 만",https://finance.naver.com/item/news_read.naver?article_id=0005450784&office_id=018&code=180400&page=6&sm=
2023-03-27,"디엑스앤브이엑스, 28일 거래 재개…4년만에 상장유지 결정",https://finance.naver.com/item/news_read.naver?article_id=0000042425&office_id=243&code=180400&page=6&sm=
2023-03-27,"DXVX, 내일부터 '거래' 풀린다…4년 만 재개",https://finance.naver.com/item/news_read.naver?article_id=0004867152&office_id=008&code=180400&page=6&sm=
2023-03-27,"거래소 ""DXVX 상장유지 결정""",https://finance.naver.com/item/news_read.naver?article_id=0005450584&office_id=018&code=180400&page=6&sm=
2023-03-27,"DxVx, 신약·백신 개발 전문가 '한성준 전무' 영입",https://finance.naver.com/item/news_read.naver?article_id=0000014983&office_id=648&code=180400&page=6&sm=
2023-03-16,"DXVX, 감사보고서 적정...'인고의 4년' 끝이 보인다",https://finance.naver.com/item/news_read.naver?article_id=0011745711&office_id=003&code=180400&page=6&sm=
2023-03-16,"DXVX, 감사보고서 적정...'인고의 4년' 끝이 보인다",https://finance.naver.com/item/news_read.naver?article_id=0011745711&office_id=003&code=180400&page=7&sm=
2023-03-16,"DXVX, 감사보고서 적정...'인고의 4년' 끝이 보인다",https://finance.naver.com/item/news_read.naver?article_id=0011745711&office_id=003&code=180400&page=8&sm=
2023-03-16,"DXVX, 감사보고서 적정...'인고의 4년' 끝이 보인다",https://finance.naver.com/item/news_read.naver?article_id=0011745711&office_id=003&code=180400&page=9&sm=
2023-03-16,"DXVX, 감사보고서 적정...'인고의 4년' 끝이 보인다",https://finance.naver.com/item/news_read.naver?article_id=0011745711&office_id=003&code=180400&page=10&sm=
2023-06-08,"디엑스앤브이엑스, 신약개발 전담조직 신설",https://finance.naver.com/item/news_read.naver?article_id=0005503170&office_id=018&code=180400&page=11&sm=
